text,labels
I really didn't have any specific reasons for how I searched,0.5
"There weren't any specific reason on how I search for information about the vaccines, I just don't like any potential symptom that I could get, I don't feel it is worth the risk.",0.0
I didnt research vaccines,0.0
"no need, you have a 99.7% chance of surviving, why would you need to? if covid was as indeed we were told, so contagious, why didn't all the homeless, drug addicts and prostitutes all pass away. they didn't wear masks, social distance or wash themselves hmmmmmmmm, just stop, the democrats have their little sheep who listened to the likes of the worst italian doctor fauci ever and the who and the cdc who know nothing, people still wear masks outside by themselves and driving by themselves in cars, I just shake my head and wonder how anyone could be so stupid",0.0
I basically just weighed how bad the side effects would be and rated accordingly,0.0
I looked for the risk of severe side affects and the frequency of them,0.5
No. Just looked at country of origin and effects.,0.25
I don't trust any of the vaccines. I don't trust the people who support them. I don't trust the people who make them.,0.0
I was mainly interested in effectiveness and the side effects,0.0
No,0.0
"My main issue is long term or permanent side affects. If the only complications consisted of headaches or muscle soreness, I could handle that. I cannot handle heart problems or nervous system issues.",0.25
I like my research behavior to produce facts rather than speculation to go on.,0.125
No,0.0
I only searched it because I was going to get it to just get it out of the way.,0.25
"Usually country or type of method of delivery indicated was enough. I was less trusting of vaccines from China & India initially, though I would rather take those than an mRNA vaccine. I looked more at adverse outcome stats because I thought they would vary more than the positives.",0.0
Looking for unbiased real facts from objective sources.,0.25
I really didn't go all to much into researching it (one reason why I'm not vaccinated) but when I was looking for information I was taking it either straight from the doctors or trustworthy people I know.,0.25
I looked for all information that the vaccines had because it's better to get a full scope of what you're looking at before making a decision. Though I put more weight towards the effectiveness of the protection.,0.5
"No, I am anti-vaxx in general so I refuse to get any sort of manmade injections. Holistic health is where its at, y'all should try it!",0.0
I weighed the benefits vs risks while knowing that the data was very unlikely to be fully accurate.,0.5
Went by more type of side effect rather than frequency.,0.0
"I generally hovered over each dark section & then moved to the right to see the relevant information. Then I went down the list accordingly. Sometimes, I came back & hovered over a piece of information a time or two more, just to make sure I felt comfortable with my decision & didn't doubt myself. During the study I tried to be open to being vaccinated, even though I am not currently & have no plans to be.",0.0
Checked out all the boxes,0.0
I compared benefits to risk. I did not give as much weight in my decision to the country of origin or manufacturer of the vaccnine.,0.875
"I searched first for life altering side effects; such as facial paralysis, clots, and inflammation.",0.625
i look at the effectiveness of the vaccine mainly then i look at the side effects ad how likely it'll be that i experience them,0.0
I just looked at all of it,0.0
"Just basically went by whether or not they prevented death, as well as the side effects if it was something I could live with or not.",0.25
i didn't have to. I don't vaccinate against anything,0.0
"I searched for information that would scare me. That is, I searched for side effects that I would personally not want to experience myself.",0.625
i just get information from my family,0.0
"At first, to figure out the survey and how I could best answer to help your research, I searched the boxes. Then I realized, there is no reason to do so. I have already done my research, and continue daily in fact, I know much more than the average person regarding vaccines altogether, especially for this virus. There is no way that I will ever take the vax on my own volition. There are too many red flags and the coercion factors are extreme.",0.0
"I looked at the side effects and the vaccine type and make my decision. Also, I'm young and healthy and at no risk of dying from covid.",0.125
I wanted to look at the ratings and see what was most beneficial to what the side effects were.,0.0
Don't need it,0.125
I looked primarily at the effectiveness of each vaccine and took note if there were any serious side effects.,0.75
Personal experience talking,0.125
Biased against the vaccine,0.75
I have had a lot of people whos gotten the vaccine have really bad side effects and were hospitalized for months... some died and some never been the same again after the vaccine,0.25
My initial choice was to wait and not rush for the first vaccines choices. I have a medical background was skeptical about how effective the vaccines would be and I thought that they would not behave the way that the media and government was pushing. I took a wait and see approach. If the vaccines could fully prevent infection and in fact rid the world of COVID I would be a strong proponent but that isn't going to happen and honestly wasnt going to happen in the first place. I see the COVID vaccine the same as I see the Flu shot. I also do not take a yearly flu shot. I am not interested in taking a yearly (or even more frequent) COVID Vax.,0.0
